h3index,geometry,ID_HDC_G0,UC_NM_MN,CTR_MN_ISO,CTR_MN_NM,GRGN_L1,GRGN_L2,neighborhood_id
863ce6c2fffffff,"MULTIPOLYGON (((89.19516415019417 25.733141583255957, 89.1944594737186 25.732808422412326, 89.19524812707152 25.734502344143664, 89.19516415019417 25.733141583255957)), ((89.19725511479048 25.767023562794737, 89.19540635060005 25.737066197384287, 89.18579796146447 25.737066192932307, 89.18971746484965 25.745480510715517, 89.17907360522042 25.74548054292012, 89.19074808489485 25.770531463284417, 89.19725511479048 25.767023562794737)))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6c2fffffff_9657
863ce6c67ffffff,"POLYGON ((89.30108981012486 25.81602184652547, 89.2989853741904 25.78215070920416, 89.2643696953628 25.765822949911655, 89.23185806775354 25.78336494917647, 89.23211803321271 25.78756555224898, 89.2412780729974 25.787565541230975, 89.24521099955753 25.7959843094837, 89.25585932889817 25.795984272688706, 89.26372515239197 25.81282190950004, 89.2743735312298 25.8128219065895, 89.2850218539858 25.812821849564447, 89.28895921613034 25.821240645673928, 89.29141374232272 25.821240640408192, 89.30108981012486 25.81602184652547))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6c67ffffff_9657
863ce6d5fffffff,"POLYGON ((89.23185806775354 25.78336494917647, 89.19725511479048 25.767023562794737, 89.19074808489485 25.770531463284417, 89.19476516102573 25.7791512439563, 89.18411681330554 25.779151194683706, 89.18804533977367 25.78756551166742, 89.177396973647 25.78756549896524, 89.18132542347088 25.795984334977888, 89.17068154507585 25.79598429387098, 89.17461006266863 25.804403135399284, 89.18525836007417 25.804403111387316, 89.18918684876814 25.812821867943978, 89.1998351739945 25.81282188073599, 89.19590669895493 25.804403124197293, 89.20655057529281 25.804403059087402, 89.2026220970103 25.795984307300795, 89.22391434520611 25.795984313032047, 89.2199858802636 25.787565566841945, 89.23211803321271 25.78756555224898, 89.23185806775354 25.78336494917647))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6d5fffffff_9657
863ce6187ffffff,"POLYGON ((89.39230196396976 25.66161461380689, 89.40996895117263 25.669936713880862, 89.40987666065043 25.669738256920468, 89.44179490972505 25.669738239223655, 89.43787982459581 25.661323957094577, 89.44851922769189 25.661323945739873, 89.44460415385447 25.652909587379757, 89.43396471576901 25.652909596497658, 89.41268591463435 25.652909559612834, 89.40877526705685 25.644499742272412, 89.39813588005858 25.64449969514679, 89.40204648546019 25.652909603657232, 89.39175934054653 25.652909619482617, 89.39230196396976 25.66161461380689))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6187ffffff_9657
863ce61b7ffffff,"POLYGON ((89.35979391589848 25.679213897123255, 89.39230196396976 25.66161461380689, 89.39175934054653 25.652909619482617, 89.38076765726828 25.65290963639184, 89.37685699503027 25.644499726201552, 89.36622205852846 25.644499733729432, 89.36231142216194 25.636085412056516, 89.35167204584464 25.636085442590254, 89.35948886540426 25.652909565182387, 89.34884939119753 25.652909636939814, 89.35276003865826 25.66132389706915, 89.34212066069705 25.66132392057806, 89.3478122559344 25.67356313063672, 89.35979391589848 25.679213897123255))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce61b7ffffff_9657
863ce61a7ffffff,"POLYGON ((89.39230196396976 25.66161461380689, 89.35979391589848 25.679213897123255, 89.36190527151162 25.713122115347687, 89.37700018301896 25.720233131058688, 89.39082740432623 25.720233141643202, 89.38690341514081 25.711814323264484, 89.40818670824713 25.711814303797993, 89.40426709567174 25.703400031640214, 89.41490651121846 25.703399985008666, 89.40315232691816 25.678157071652027, 89.41379175048685 25.678157071876605, 89.40996895117263 25.669936713880862, 89.39230196396976 25.66161461380689))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce61a7ffffff_9657
863ce6c5fffffff,"POLYGON ((89.36190527151162 25.713122115347687, 89.35979391589848 25.679213897123255, 89.3478122559344 25.67356313063672, 89.3538614557338 25.686571333775625, 89.34322200809925 25.68657139924484, 89.3471371106019 25.694985639215982, 89.33649327490382 25.69498563586527, 89.34041279618343 25.703399997737794, 89.30848565365274 25.70339997937623, 89.30457055008108 25.694985636601885, 89.29393115849243 25.694985634697456, 89.29352063285614 25.694102235581358, 89.2947780448197 25.714375148013456, 89.32939331817798 25.73070152156459, 89.33135217567526 25.729642355684504, 89.33088818764952 25.728647437777017, 89.33319220679284 25.728647439933503, 89.33985411080086 25.725045308879327, 89.33761250523905 25.72023314593715, 89.34875394711601 25.7202331145383, 89.36190527151162 25.713122115347687))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6c5fffffff_9657
863ce6c4fffffff,"MULTIPOLYGON (((89.32939331817798 25.73070152156459, 89.33150121541229 25.764591221136264, 89.3624061939456 25.779151185844054, 89.36510731403838 25.779151182565435, 89.35331295713247 25.753899348354118, 89.3426646094123 25.753899324135535, 89.33135217567526 25.729642355684504, 89.32939331817798 25.73070152156459)), ((89.33319220679284 25.728647439933503, 89.34153206198415 25.728647447739334, 89.33985411080086 25.725045308879327, 89.33319220679284 25.728647439933503)), ((89.36190527151162 25.713122115347687, 89.34875394711601 25.7202331145383, 89.35889574812057 25.72023308595664, 89.3628198069434 25.728647404638167, 89.37346367153133 25.72864744185537, 89.36953964271223 25.720233125347765, 89.37700018301896 25.720233131058688, 89.36190527151162 25.713122115347687)))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6c4fffffff_9657
863ce6c6fffffff,"POLYGON ((89.33150121541229 25.764591221136264, 89.2989853741904 25.78215070920416, 89.30108981012486 25.81602184652547, 89.3121664219493 25.8212406363086, 89.34220538637206 25.82124064230525, 89.33826353603774 25.812821840760957, 89.34891182161246 25.812821912078206, 89.33709967627628 25.787565500968483, 89.34774805353307 25.78756552931033, 89.343815067765 25.779151208409964, 89.3624061939456 25.779151185844054, 89.33150121541229 25.764591221136264))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6c6fffffff_9657
863ce6897ffffff,"POLYGON ((89.30108981012486 25.81602184652547, 89.29141374232272 25.821240640408192, 89.29960759842668 25.821240622829773, 89.30354940169826 25.82965943941186, 89.31419776425861 25.829659449490958, 89.31025591755348 25.821240635927207, 89.3121664219493 25.8212406363086, 89.30108981012486 25.81602184652547))",9657,Rangpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6897ffffff_9657
863ce601fffffff,"POLYGON ((89.62353634424132 25.671576905102732, 89.62267837258955 25.669738250237, 89.63331775822239 25.669738216595093, 89.62939378305067 25.661323893529786, 89.64003314528239 25.661323907804018, 89.62827003031781 25.63608537032977, 89.61763509777758 25.636085439823443, 89.61371559262273 25.62767107742091, 89.5924411594114 25.627671051028408, 89.59635631357617 25.636085411993633, 89.59241238936289 25.636085407017628, 89.5934605770959 25.65270710084152, 89.59629526037514 25.658790869234878, 89.62353634424132 25.671576905102732))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce601fffffff_9722
863ce6017ffffff,"MULTIPOLYGON (((89.5612495568793 25.675256885825885, 89.57141668068512 25.669738255410266, 89.54950602446148 25.669738274976346, 89.5612495568793 25.675256885825885)), ((89.59241238936289 25.636085407017628, 89.57508192210058 25.636085385151972, 89.57899700291792 25.644499766634723, 89.589636411341 25.644499715233124, 89.5934605770959 25.65270710084152, 89.59241238936289 25.636085407017628)), ((89.58691869456668 25.661323890940615, 89.58683606580601 25.661323890718062, 89.58685275686855 25.66135968137588, 89.58691869456668 25.661323890940615)))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6017ffffff_9722
863ce600fffffff,"POLYGON ((89.63057914331183 25.70779886392023, 89.66525647020416 25.724056767989598, 89.67229735436646 25.720233136243262, 89.66754585984994 25.720233130809522, 89.66360844165051 25.71181432131514, 89.65296901088632 25.7118143506631, 89.64903608711099 25.7033999725131, 89.63839219905009 25.703400023528427, 89.63445932218477 25.69498564301586, 89.62976887943967 25.69498564503559, 89.63057914331183 25.70779886392023))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce600fffffff_9722
863ce6007ffffff,"POLYGON ((89.5612495568793 25.675256885825885, 89.56338628768852 25.70917638351249, 89.59805138445448 25.725448036261962, 89.63057914331183 25.70779886392023, 89.62976887943967 25.69498564503559, 89.6238198865517 25.694985647597264, 89.61596296420353 25.678157004269394, 89.6266068258899 25.678157024634203, 89.62353634424132 25.671576905102732, 89.59629526037514 25.658790869234878, 89.59747551485091 25.66132391937432, 89.58691869456668 25.661323890940615, 89.58685275686855 25.66135968137588, 89.59076011771181 25.669738238136695, 89.57141668068512 25.669738255410266, 89.5612495568793 25.675256885825885))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6007ffffff_9722
863ce6037ffffff,"POLYGON ((89.56338628768852 25.70917638351249, 89.5612495568793 25.675256885825885, 89.54950602446148 25.669738274976346, 89.54819798799637 25.669738276144415, 89.55212199735796 25.678156988764474, 89.54147815837203 25.678157073322893, 89.5493261140155 25.694985683610724, 89.53868670593377 25.69498565202596, 89.54261518697409 25.703399988134805, 89.55325461748676 25.703400014347643, 89.55718309018174 25.711814351812944, 89.55852023131311 25.711814349766946, 89.56338628768852 25.70917638351249))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6037ffffff_9722
863ce6077ffffff,"POLYGON ((89.66525647020416 25.724056767989598, 89.66628567359021 25.740287179254967, 89.66871857635331 25.745480521243774, 89.69000629315036 25.745480542012825, 89.68606446310001 25.737066238575704, 89.69670831376403 25.737066181640483, 89.69277096029721 25.72864747465286, 89.68212711375645 25.72864743206373, 89.67818972685433 25.720233142981694, 89.67229735436646 25.720233136243262, 89.66525647020416 25.724056767989598))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6077ffffff_9722
863ce602fffffff,"POLYGON ((89.66525647020416 25.724056767989598, 89.63057914331183 25.70779886392023, 89.59805138445448 25.725448036261962, 89.59845296264339 25.73180519335902, 89.60091350966452 25.73706620655975, 89.61155734829113 25.737066197693377, 89.62220125318646 25.737066228110333, 89.62613859021411 25.745480574118613, 89.64742639082398 25.745480555173142, 89.64348896193461 25.73706622548725, 89.66477675471118 25.737066198995933, 89.66628567359021 25.740287179254967, 89.66525647020416 25.724056767989598))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce602fffffff_9722
863ce6027ffffff,"POLYGON ((89.59805138445448 25.725448036261962, 89.56338628768852 25.70917638351249, 89.55852023131311 25.711814349766946, 89.56782694383716 25.711814335526487, 89.57175540562659 25.720233097706604, 89.58239928525231 25.720233114954254, 89.58633219245374 25.72864746397189, 89.59697609102493 25.728647423556687, 89.59845296264339 25.73180519335902, 89.59805138445448 25.725448036261962))",9722,Ulipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6027ffffff_9722
863ce6087ffffff,"POLYGON ((89.52020373629456 25.557137089825193, 89.52988626831568 25.561692010607594, 89.52927359633784 25.560369920636848, 89.53990408938598 25.560369832080926, 89.5360068039968 25.551959989749374, 89.55727225298628 25.55196005589233, 89.54558495663117 25.526725969480484, 89.53495001404778 25.526725947543625, 89.53884725956974 25.535135820175352, 89.51882398965296 25.53513583815792, 89.51901866006526 25.538240025987875, 89.52147460251553 25.543545720178745, 89.5193513911416 25.543545710326825, 89.52020373629456 25.557137089825193))",9723,Sundarganj,BGD,Bangladesh,Asia,South-Central Asia,863ce6087ffffff_9723
863ce60b7ffffff,"MULTIPOLYGON (((89.51882398965296 25.53513583815792, 89.517581769123 25.535135839273536, 89.51901866006526 25.538240025987875, 89.51882398965296 25.53513583815792)), ((89.52020373629456 25.557137089825193, 89.5193513911416 25.543545710326825, 89.51084413061373 25.543545670852254, 89.51474137216513 25.551960014219485, 89.49347144101357 25.551960023400266, 89.50076738982611 25.567694932869703, 89.52020373629456 25.557137089825193)), ((89.49877031183851 25.568779747650865, 89.4906354437255 25.56877973504876, 89.49227243969035 25.572309398368652, 89.49877031183851 25.568779747650865)))",9723,Sundarganj,BGD,Bangladesh,Asia,South-Central Asia,863ce60b7ffffff_9723
863ce60a7ffffff,"POLYGON ((89.49227243969035 25.572309398368652, 89.50234062544807 25.5940182521043, 89.52361494681016 25.594018243911663, 89.51970878181693 25.585603961584955, 89.53034371618075 25.58560397296661, 89.52253585781914 25.568779722786758, 89.53317082493554 25.568779782731337, 89.52988626831568 25.561692010607594, 89.52020373629456 25.557137089825193, 89.50076738982611 25.567694932869703, 89.50127039757376 25.568779751523863, 89.49877031183851 25.568779747650865, 89.49227243969035 25.572309398368652))",9723,Sundarganj,BGD,Bangladesh,Asia,South-Central Asia,863ce60a7ffffff_9723
863ce60d7ffffff,"POLYGON ((89.6545133406489 25.55434878259148, 89.6811664252737 25.566857251172337, 89.67034167805556 25.54354570568892, 89.6597067312321 25.5435457308148, 89.65383063394935 25.543545725566258, 89.6545133406489 25.55434878259148))",9737,Chilmari,BGD,Bangladesh,Asia,South-Central Asia,863ce60d7ffffff_9737
863ce608fffffff,"MULTIPOLYGON (((89.6545133406489 25.55434878259148, 89.65383063394935 25.543545725566258, 89.64907622097225 25.543545721319607, 89.65297791267875 25.551960044627457, 89.64234299300239 25.551959983685748, 89.64568402178999 25.55915317638536, 89.6545133406489 25.55434878259148)), ((89.64344796130376 25.560369908422615, 89.63561421156741 25.560369899688137, 89.63719467815594 25.563772575743492, 89.64344796130376 25.560369908422615)), ((89.62200154073305 25.57203978370262, 89.62799265489612 25.568779773257486, 89.61825044458263 25.56877978613595, 89.61913986645133 25.570695179707247, 89.62200154073305 25.57203978370262)))",9737,Chilmari,BGD,Bangladesh,Asia,South-Central Asia,863ce608fffffff_9737
863ce60f7ffffff,"POLYGON ((89.62200154073305 25.57203978370262, 89.62235355601173 25.577615945364965, 89.6260628013209 25.58560390346396, 89.63669775133337 25.585603903895148, 89.6406084297141 25.59401825028072, 89.65124783990689 25.594018210152974, 89.65515843221105 25.602432564910846, 89.67643278628978 25.6024325936749, 89.66860706144328 25.58560390897063, 89.67924203112885 25.58560390496414, 89.67533140283818 25.577194020393808, 89.68596633903456 25.577194066037208, 89.6811664252737 25.566857251172337, 89.6545133406489 25.55434878259148, 89.64568402178999 25.55915317638536, 89.64624915988207 25.560369911545898, 89.64344796130376 25.560369908422615, 89.63719467815594 25.563772575743492, 89.63952040183923 25.56877975801868, 89.62799265489612 25.568779773257486, 89.62200154073305 25.57203978370262))",9737,Chilmari,BGD,Bangladesh,Asia,South-Central Asia,863ce60f7ffffff_9737
863ce60afffffff,"POLYGON ((89.62200154073305 25.57203978370262, 89.61913986645133 25.570695179707247, 89.62235355601173 25.577615945364965, 89.62200154073305 25.57203978370262))",9737,Chilmari,BGD,Bangladesh,Asia,South-Central Asia,863ce60afffffff_9737
863ce6097ffffff,"POLYGON ((89.4825859070703 25.493082051641093, 89.48750071880433 25.493082052945194, 89.48181612574875 25.4807730501974, 89.4825859070703 25.493082051641093))",9712,Naldanga,BGD,Bangladesh,Asia,South-Central Asia,863ce6097ffffff_9712
863ce654fffffff,"POLYGON ((89.45095148708455 25.524521253585746, 89.48328110069495 25.506953126844827, 89.47687022360024 25.493082050124485, 89.4825859070703 25.493082051641093, 89.48181612574875 25.4807730501974, 89.47973294534582 25.47626228345418, 89.44784148531755 25.476262334119163, 89.45949312249948 25.501491922459767, 89.44886256850064 25.501491877948244, 89.45274648638349 25.509901728149035, 89.44211600715144 25.50990172901142, 89.44600433561858 25.51831161789367, 89.43778205718148 25.518311653280286, 89.45095148708455 25.524521253585746))",9712,Naldanga,BGD,Bangladesh,Asia,South-Central Asia,863ce654fffffff_9712
863ce60b7ffffff,"POLYGON ((89.45095148708455 25.524521253585746, 89.45266559898047 25.55196005063786, 89.46157102224868 25.551960028763208, 89.45767822592063 25.543545699032403, 89.47894368224037 25.543545675020436, 89.4828364879019 25.551960005011754, 89.49347144101357 25.551960023400266, 89.48957419926454 25.54354567828132, 89.50020914924107 25.54354565196068, 89.49631631703431 25.535135860303097, 89.48568140516431 25.53513579609152, 89.47790022436814 25.518311592929486, 89.48853073230137 25.518311641708006, 89.48328110069495 25.506953126844827, 89.45095148708455 25.524521253585746))",9712,Naldanga,BGD,Bangladesh,Asia,South-Central Asia,863ce60b7ffffff_9712
863ce656fffffff,"POLYGON ((89.45095148708455 25.524521253585746, 89.43778205718148 25.518311653280286, 89.43537378923747 25.518311663644866, 89.43926212605895 25.526726001810854, 89.40736171448957 25.52672592490608, 89.41514289283333 25.54354573209939, 89.43640832929133 25.54354570693758, 89.4470432903351 25.543545725676434, 89.45093604446927 25.551960054886216, 89.45266559898047 25.55196005063786, 89.45095148708455 25.524521253585746))",9712,Naldanga,BGD,Bangladesh,Asia,South-Central Asia,863ce656fffffff_9712
863ce646fffffff,"POLYGON ((89.51381480915461 25.455202357549467, 89.54844011621131 25.47150820516151, 89.55123875602426 25.46998421237876, 89.54249035587847 25.451037194370592, 89.53186430237633 25.451037147649213, 89.52023497076715 25.42581204815415, 89.51197480827639 25.42581205309117, 89.51234708615063 25.43175844159364, 89.513479412458 25.43421747947918, 89.51250103575126 25.43421747609049, 89.51381480915461 25.455202357549467))",9728,Kamarpara Rail,BGD,Bangladesh,Asia,South-Central Asia,863ce646fffffff_9728
863ce6467ffffff,"MULTIPOLYGON (((89.51197480827639 25.42581205309117, 89.50960892153202 25.42581205450524, 89.51234708615063 25.43175844159364, 89.51197480827639 25.42581205309117)), ((89.51381480915461 25.455202357549467, 89.51250103575126 25.43421747609049, 89.50285342522457 25.4342174426752, 89.51060774062657 25.451037185396423, 89.49997723610694 25.451037178847702, 89.5042922210358 25.460383404853424, 89.51381480915461 25.455202357549467)))",9728,Kamarpara Rail,BGD,Bangladesh,Asia,South-Central Asia,863ce6467ffffff_9728
863ce609fffffff,"POLYGON ((89.54844011621131 25.47150820516151, 89.55057372103367 25.505493808169074, 89.55881462363779 25.509370288262726, 89.5551720160167 25.501491908464015, 89.57643305047826 25.501491894360463, 89.57254469099229 25.493082049810074, 89.58317519694921 25.493082023705032, 89.5792868549175 25.48467220302288, 89.56865637988957 25.484672137841123, 89.56476797343069 25.476262339401256, 89.55413754493549 25.47626232092291, 89.55123875602426 25.46998421237876, 89.54844011621131 25.47150820516151))",9728,Kamarpara Rail,BGD,Bangladesh,Asia,South-Central Asia,863ce609fffffff_9728
863ce6097ffffff,"POLYGON ((89.55057372103367 25.505493808169074, 89.54844011621131 25.47150820516151, 89.51381480915461 25.455202357549467, 89.5042922210358 25.460383404853424, 89.50774054421086 25.46785244779711, 89.4971100637571 25.467852486900775, 89.50876167437585 25.493082018638535, 89.51939220069758 25.493082072115243, 89.52327606907427 25.501491904870754, 89.53391105336645 25.501491929233065, 89.5387398902247 25.511929930037525, 89.55057372103367 25.505493808169074))",9728,Kamarpara Rail,BGD,Bangladesh,Asia,South-Central Asia,863ce6097ffffff_9728
863ce6087ffffff,"POLYGON ((89.55057372103367 25.505493808169074, 89.5387398902247 25.511929930037525, 89.54169219063026 25.5183116146777, 89.55232265707927 25.518311669771375, 89.54842983481687 25.50990176471945, 89.55906036015045 25.509901777179085, 89.55881462363779 25.509370288262726, 89.55057372103367 25.505493808169074))",9728,Kamarpara Rail,BGD,Bangladesh,Asia,South-Central Asia,863ce6087ffffff_9728
863ce6737ffffff,"POLYGON ((89.58093624705405 25.453812512903244, 89.61078537238042 25.467852459615777, 89.61402768134818 25.46785246013098, 89.6149287720457 25.469801364646436, 89.6155738292841 25.47010477619216, 89.63512866338397 25.459447065207055, 89.6314003531078 25.459447082516224, 89.6275164859618 25.45103719587078, 89.61689047503083 25.451037213019617, 89.60524772290572 25.4258120656713, 89.5946216612918 25.42581203957524, 89.59850108592734 25.434217409006347, 89.57970475307485 25.43421742234239, 89.58093624705405 25.453812512903244))",9731,N/A,BGD,Bangladesh,Asia,South-Central Asia,863ce6737ffffff_9731
863ce646fffffff,"POLYGON ((89.58093624705405 25.453812512903244, 89.57970475307485 25.43421742234239, 89.5453620192837 25.434217446708637, 89.54148701341612 25.425812002313123, 89.53086097840131 25.425812000552426, 89.54249035587847 25.451037194370592, 89.55312082361209 25.451037212741138, 89.56374684889813 25.451037175631736, 89.56763075150063 25.459447066795704, 89.57058902241099 25.45944706994934, 89.58093624705405 25.453812512903244))",9731,N/A,BGD,Bangladesh,Asia,South-Central Asia,863ce646fffffff_9731
